id,ad_groups,asin,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate
4724,4721,B001GIOW72,10/25/19,38,1,0.026316,0.53,0.53,NULL,0,0,0,0,0
4725,4721,B001GIOW72,10/26/19,9,2,0.222222,0.54,1.08,0.061121,0.1636,17.67,1,1,1
4726,4721,B001GIOW7C,10/20/19,11,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4727,4721,B001GIOW7C,10/21/19,12,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4728,4721,B001GIOW7C,10/22/19,9,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4729,4721,B001GIOW7C,10/23/19,9,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4730,4721,B001GIOW7C,10/24/19,12,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4731,4721,B001GIOW7C,10/25/19,32,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4732,4721,B001GIOW7C,10/26/19,5,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4733,4721,B001GIOW6I,10/20/19,26,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4734,4721,B001GIOW6I,10/21/19,43,1,0.023256,0.28,0.28,0.007071,1.4143,39.6,1,1,1
4735,4721,B001GIOW6I,10/22/19,28,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4736,4721,B001GIOW6I,10/23/19,34,1,0.029412,0.26,0.26,0.011031,0.9065,23.57,1,1,1
4737,4721,B001GIOW6I,10/24/19,29,2,0.068966,0.85,1.69,NULL,0,0,0,0,0
4738,4721,B001GIOW6I,10/25/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
4739,4721,B001GIOW6I,10/26/19,26,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4740,4721,B00834N20U,10/20/19,7,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4741,4721,B00834N20U,10/21/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4742,4721,B00834N20U,10/22/19,7,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4743,4721,B00834N20U,10/23/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4744,4721,B00834N20U,10/24/19,2,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4745,4721,B00834N20U,10/25/19,12,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4746,4721,B00834N20U,10/26/19,10,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4747,4721,B001GIOW6S,10/20/19,8,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4748,4721,B001GIOW6S,10/21/19,27,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4749,4721,B001GIOW6S,10/22/19,20,2,0.1,0.72,1.44,NULL,0,0,0,0,0
4750,4721,B001GIOW6S,10/23/19,17,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4751,4721,B001GIOW6S,10/24/19,25,1,0.04,1.06,1.06,NULL,0,0,0,0,0
4752,4721,B001GIOW6S,10/25/19,23,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4753,4721,B001GIOW6S,10/26/19,16,1,0.0625,0.94,0.94,NULL,0,0,0,0,0
4754,4756,B001GIOW7M,10/26/19,484,2,0.004132,8.08,16.15,NULL,0,0,0,0,0
4755,4757,B001GIOW7M,10/26/19,36,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4756,4758,B001GIOW7M,10/21/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
4757,4758,B001GIOW7M,10/26/19,21,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4758,4760,B001GIOW6I,10/20/19,55,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4759,4760,B001GIOW6I,10/21/19,31,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4760,4760,B001GIOW6I,10/22/19,71,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4761,4760,B001GIOW6I,10/23/19,45,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4762,4760,B001GIOW6I,10/24/19,67,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4763,4760,B001GIOW6I,10/25/19,2,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4764,4760,B001GIOW6I,10/26/19,36,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4765,4760,B001GIOW72,10/20/19,185,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4766,4760,B001GIOW72,10/21/19,213,1,0.004695,0.42,0.42,NULL,0,0,0,0,0
4767,4760,B001GIOW72,10/22/19,222,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4768,4760,B001GIOW72,10/23/19,193,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4769,4760,B001GIOW72,10/24/19,76,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4770,4760,B001GIOW72,10/25/19,42,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4771,4760,B001GIOW72,10/26/19,29,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4772,4760,B00834N20U,10/20/19,130,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4773,4760,B00834N20U,10/21/19,116,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4774,4760,B00834N20U,10/22/19,182,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4775,4760,B00834N20U,10/23/19,67,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4776,4760,B00834N20U,10/24/19,61,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4777,4760,B00834N20U,10/25/19,44,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4778,4760,B00834N20U,10/26/19,50,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4779,4760,B001GIOW6S,10/20/19,210,1,0.004762,0.5,0.5,NULL,0,0,0,0,0
4780,4760,B001GIOW6S,10/21/19,158,1,0.006329,0.38,0.38,NULL,0,0,0,0,0
4781,4760,B001GIOW6S,10/22/19,246,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4782,4760,B001GIOW6S,10/23/19,132,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4783,4760,B001GIOW6S,10/24/19,80,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4784,4760,B001GIOW6S,10/25/19,58,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4785,4760,B001GIOW6S,10/26/19,40,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4786,4760,B001GIOW7C,10/20/19,423,1,0.002364,0.5,0.5,NULL,0,0,0,0,0
4787,4760,B001GIOW7C,10/21/19,402,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4788,4760,B001GIOW7C,10/22/19,325,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4789,4760,B001GIOW7C,10/23/19,208,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4790,4760,B001GIOW7C,10/24/19,97,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4791,4760,B001GIOW7C,10/25/19,86,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4792,4760,B001GIOW7C,10/26/19,119,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4793,4795,B001GIOW7M,10/23/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
4794,4795,B001GIOW7M,10/26/19,2104,8,0.003802,0.99,7.89,NULL,0,0,0,0,0
4795,4797,B003X1BMEQ,10/21/19,1846,3,0.001625,1.21,3.62,0.898263,0.0111,4.03,1,1,0
4796,4797,B003X1BMEQ,10/22/19,2120,5,0.002358,1.12,5.61,NULL,0,0,0,0,0
4797,4797,B003X1BMEQ,10/23/19,775,1,0.00129,0.73,0.73,NULL,0,0,0,0,0
4798,4797,B003X1BMEQ,10/25/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4799,4797,B003X1BMEQ,10/26/19,922,2,0.002169,0.94,1.88,NULL,0,0,0,0,0
4800,4797,B0041VGWGA,10/20/19,5627,14,0.002488,1.07,15.03,2.1289,0.0047,7.06,1,1,0
4801,4797,B0041VGWGA,10/21/19,4924,11,0.002234,1.26,13.83,1.95892,0.0051,7.06,2,2,0
4802,4797,B0041VGWGA,10/22/19,4219,11,0.002607,0.97,10.68,0.322659,0.031,33.1,3,4,0
4803,4797,B0041VGWGA,10/23/19,2949,10,0.003391,1.14,11.38,1.6119,0.0062,7.06,1,1,0
4804,4797,B0041VGWGA,10/24/19,3143,9,0.002864,1.25,11.29,1.59915,0.0063,7.06,1,1,0
4805,4797,B0041VGWGA,10/25/19,2971,6,0.00202,1.33,7.98,1.12394,0.0089,7.1,1,1,0
4806,4797,B0041VGWGA,10/26/19,2851,7,0.002455,1.14,7.95,1.11972,0.0089,7.1,1,1,0
4807,4809,B001GIOW6I,10/20/19,915,3,0.003279,1.45,4.34,NULL,0,0,0,0,0
4808,4809,B001GIOW6I,10/21/19,1178,3,0.002547,1.18,3.53,NULL,0,0,0,0,0
4809,4809,B001GIOW6I,10/22/19,1722,2,0.001161,1.22,2.43,NULL,0,0,0,0,0
4810,4809,B001GIOW6I,10/23/19,1108,2,0.001805,1.05,2.1,NULL,0,0,0,0,0
4811,4809,B001GIOW6I,10/24/19,847,1,0.001181,0.7,0.7,NULL,0,0,0,0,0
4812,4809,B001GIOW6I,10/25/19,36,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4813,4809,B001GIOW6I,10/26/19,870,2,0.002299,1.48,2.96,NULL,0,0,0,0,0
4814,4809,B001GIOW72,10/20/19,1324,5,0.003776,1.1,5.51,NULL,0,0,0,0,0
4815,4809,B001GIOW72,10/21/19,1875,3,0.0016,1.05,3.15,NULL,0,0,0,0,0
4816,4809,B001GIOW72,10/22/19,2524,3,0.001189,1.06,3.17,NULL,0,0,0,0,0
4817,4809,B001GIOW72,10/23/19,1107,1,0.000903,0.94,0.94,NULL,0,0,0,0,0
4818,4809,B001GIOW72,10/24/19,1030,2,0.001942,1.21,2.41,NULL,0,0,0,0,0
4819,4809,B001GIOW72,10/25/19,597,2,0.00335,0.69,1.38,NULL,0,0,0,0,0
4820,4809,B001GIOW72,10/26/19,397,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4821,4809,B001GIOW7C,10/20/19,1767,7,0.003962,1.12,7.84,NULL,0,0,0,0,0
4822,4809,B001GIOW7C,10/21/19,2908,3,0.001032,1.14,3.43,NULL,0,0,0,0,0
4823,4809,B001GIOW7C,10/22/19,3610,5,0.001385,1.03,5.13,NULL,0,0,0,0,0
4824,4809,B001GIOW7C,10/23/19,1461,4,0.002738,0.91,3.62,NULL,0,0,0,0,0
4825,4809,B001GIOW7C,10/24/19,800,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4826,4809,B001GIOW7C,10/25/19,1076,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4827,4809,B001GIOW7C,10/26/19,849,2,0.002356,0.78,1.55,NULL,0,0,0,0,0
4828,4809,B00834N20U,10/20/19,213,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4829,4809,B00834N20U,10/21/19,308,2,0.006494,1.09,2.17,NULL,0,0,0,0,0
4830,4809,B00834N20U,10/22/19,438,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4831,4809,B00834N20U,10/23/19,225,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4832,4809,B00834N20U,10/24/19,154,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4833,4809,B00834N20U,10/25/19,162,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4834,4809,B00834N20U,10/26/19,207,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4835,4809,B001GIOW6S,10/20/19,1116,10,0.008961,1.06,10.62,0.563694,0.0177,18.84,1,1,0
4836,4809,B001GIOW6S,10/21/19,1803,6,0.003328,1.11,6.66,0.190558,0.0525,34.95,3,5,1
4837,4809,B001GIOW6S,10/22/19,2699,14,0.005187,1.2,16.78,2.40057,0.0042,6.99,1,1,0
4838,4809,B001GIOW6S,10/23/19,1100,5,0.004545,1.03,5.14,NULL,0,0,0,0,0
4839,4809,B001GIOW6S,10/24/19,805,7,0.008696,1.03,7.22,1.0329,0.0097,6.99,1,1,0
4840,4809,B001GIOW6S,10/25/19,848,6,0.007075,1.03,6.19,0.442775,0.0226,13.98,2,2,0
4841,4809,B001GIOW6S,10/26/19,556,1,0.001799,1,1,NULL,0,0,0,0,0
4842,4844,B001GIOW6S,10/20/19,149,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4843,4844,B001GIOW6S,10/21/19,110,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4844,4844,B001GIOW6S,10/22/19,158,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4845,4844,B001GIOW6S,10/23/19,101,1,0.009901,3.21,3.21,NULL,0,0,0,0,0
4846,4844,B001GIOW6S,10/24/19,66,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4847,4844,B001GIOW6S,10/25/19,96,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4848,4844,B001GIOW6S,10/26/19,95,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4849,4844,B001GIOW6I,10/20/19,242,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4850,4844,B001GIOW6I,10/21/19,221,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4851,4844,B001GIOW6I,10/22/19,265,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4852,4844,B001GIOW6I,10/23/19,158,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4853,4844,B001GIOW6I,10/24/19,138,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4854,4844,B001GIOW6I,10/25/19,13,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4855,4844,B001GIOW6I,10/26/19,223,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4856,4844,B001GIOW7C,10/20/19,1601,2,0.001249,0.49,0.98,NULL,0,0,0,0,0
4857,4844,B001GIOW7C,10/21/19,1057,2,0.001892,1.82,3.63,NULL,0,0,0,0,0
4858,4844,B001GIOW7C,10/22/19,1258,3,0.002385,0.33,0.98,NULL,0,0,0,0,0
4859,4844,B001GIOW7C,10/23/19,576,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4860,4844,B001GIOW7C,10/24/19,630,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4861,4844,B001GIOW7C,10/25/19,488,1,0.002049,2.02,2.02,NULL,0,0,0,0,0
4862,4844,B001GIOW7C,10/26/19,683,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4863,4844,B001GIOW72,10/20/19,490,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4864,4844,B001GIOW72,10/21/19,358,1,0.002793,1.44,1.44,NULL,0,0,0,0,0
4865,4844,B001GIOW72,10/22/19,458,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4866,4844,B001GIOW72,10/23/19,264,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4867,4844,B001GIOW72,10/24/19,166,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4868,4844,B001GIOW72,10/25/19,228,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4869,4844,B001GIOW72,10/26/19,117,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4870,4844,B00834N20U,10/20/19,67,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4871,4844,B00834N20U,10/21/19,30,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4872,4844,B00834N20U,10/22/19,43,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4873,4844,B00834N20U,10/23/19,14,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4874,4844,B00834N20U,10/24/19,4,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4875,4844,B00834N20U,10/25/19,11,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4876,4844,B00834N20U,10/26/19,30,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4877,4879,B000TU3EKY,10/20/19,465,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4878,4879,B000TU3EKY,10/21/19,691,2,0.002894,0.72,1.43,0.188904,0.0529,7.57,2,2,1
4879,4879,B000TU3EKY,10/22/19,41,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4880,4879,B001G7PQM8,10/20/19,1089,5,0.004591,1.2,5.99,0.163215,0.0613,36.7,4,5,1
4881,4879,B001G7PQM8,10/21/19,1194,7,0.005863,1.54,10.81,0.501624,0.0199,21.55,3,3,0
4882,4879,B001G7PQM8,10/22/19,1306,5,0.003828,1.64,8.2,0.21227,0.0471,38.63,3,3,1
4883,4879,B001G7PQM8,10/23/19,2032,8,0.003937,1.19,9.54,0.66296,0.0151,14.39,1,1,0
4884,4879,B001G7PQM8,10/24/19,2905,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4885,4879,B001G7PQM8,10/25/19,2645,4,0.001512,1.13,4.51,NULL,0,0,0,0,0
4886,4879,B001G7PQM8,10/26/19,1598,1,0.000626,0.76,0.76,NULL,0,0,0,0,0
4887,4879,B004A7JDF2,10/20/19,1379,1,0.000725,2.02,2.02,NULL,0,0,0,0,0
4888,4879,B004A7JDF2,10/21/19,992,1,0.001008,1,1,NULL,0,0,0,0,0
4889,4879,B004A7JDF2,10/22/19,1301,2,0.001537,1.3,2.59,NULL,0,0,0,0,0
4890,4879,B004A7JDF2,10/23/19,825,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4891,4879,B004A7JDF2,10/24/19,1074,1,0.000931,0.98,0.98,NULL,0,0,0,0,0
4892,4879,B004A7JDF2,10/25/19,861,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4893,4879,B004A7JDF2,10/26/19,523,1,0.001912,1.5,1.5,NULL,0,0,0,0,0
4894,4879,B00MH8YUOA,10/20/19,10374,31,0.002988,1.26,39.17,1.04065,0.0096,37.64,5,5,0
4895,4879,B00MH8YUOA,10/21/19,12952,28,0.002162,1.43,40.05,1.33767,0.0075,29.94,5,5,0
4896,4879,B00MH8YUOA,10/22/19,12400,24,0.001935,1.23,29.52,1.11988,0.0089,26.36,2,4,0
4897,4879,B00MH8YUOA,10/23/19,4817,8,0.001661,1.56,12.46,1.5614,0.0064,7.98,1,2,0
4898,4879,B00MH8YUOA,10/26/19,5006,13,0.002597,1.47,19.11,0.498565,0.0201,38.33,2,2,0
4899,4901,B004A7JDF2,10/20/19,167,1,0.005988,0.33,0.33,NULL,0,0,0,0,0
4900,4901,B004A7JDF2,10/21/19,106,1,0.009434,1.33,1.33,NULL,0,0,0,0,0
4901,4901,B004A7JDF2,10/22/19,126,1,0.007937,2.85,2.85,0.052895,0.1891,53.88,3,3,3
4902,4901,B004A7JDF2,10/23/19,226,3,0.013274,0.75,2.24,0.155664,0.0642,14.39,1,1,0
4903,4901,B004A7JDF2,10/24/19,198,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4904,4901,B004A7JDF2,10/25/19,176,1,0.005682,0.96,0.96,0.022934,0.436,41.86,3,3,3
4905,4901,B004A7JDF2,10/26/19,102,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4906,4901,B00MH8YUOA,10/20/19,366,3,0.008197,0.61,1.84,0.108045,0.0926,17.03,2,2,1
4907,4901,B00MH8YUOA,10/21/19,348,6,0.017241,1.39,8.35,0.529822,0.0189,15.76,4,4,1
4908,4901,B00MH8YUOA,10/22/19,373,7,0.018767,0.89,6.21,NULL,0,0,0,0,0
4909,4901,B00MH8YUOA,10/23/19,162,1,0.006173,0.86,0.86,NULL,0,0,0,0,0
4910,4901,B00MH8YUOA,10/26/19,137,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4911,4901,B001G7PQM8,10/20/19,257,4,0.015564,0.52,2.06,NULL,0,0,0,0,0
4912,4901,B001G7PQM8,10/21/19,185,3,0.016216,1.32,3.95,0.274496,0.0364,14.39,1,1,0
4913,4901,B001G7PQM8,10/22/19,380,6,0.015789,1.13,6.8,0.089781,0.1114,75.74,6,6,1
4914,4901,B001G7PQM8,10/23/19,442,16,0.036199,1.36,21.74,0.228265,0.0438,95.24,6,6,0
4915,4901,B001G7PQM8,10/24/19,431,13,0.030162,1.34,17.43,0.302814,0.033,57.56,4,4,0
4916,4901,B001G7PQM8,10/25/19,368,2,0.005435,1.4,2.8,0.19458,0.0514,14.39,1,1,1
4917,4901,B001G7PQM8,10/26/19,310,11,0.035484,1.12,12.31,0.122208,0.0818,100.73,7,7,1
4918,4920,B01CJB7FIW,10/20/19,690,7,0.010145,1.87,13.09,NULL,0,0,0,0,0
4919,4920,B01CJB7FIW,10/26/19,425,1,0.002353,2.44,2.44,NULL,0,0,0,0,0
4920,4920,B002UVKMVY,10/20/19,8014,21,0.00262,1.51,31.62,0.96285,0.0104,32.84,1,1,0
4921,4920,B002UVKMVY,10/21/19,9338,13,0.001392,1.46,18.98,NULL,0,0,0,0,0
4922,4920,B002UVKMVY,10/22/19,8971,21,0.002341,1.62,33.96,0.553545,0.0181,61.35,3,3,0
4923,4920,B002UVKMVY,10/23/19,4687,18,0.00384,1.75,31.44,0.768704,0.013,40.9,2,2,0
4924,4920,B002UVKMVY,10/24/19,4062,25,0.006155,1.55,38.65,0.378254,0.0264,102.18,5,5,0
4925,4920,B002UVKMVY,10/25/19,3535,12,0.003395,1.8,21.62,1.05721,0.0095,20.45,1,1,0
4926,4920,B002UVKMVY,10/26/19,3466,5,0.001443,1.93,9.65,NULL,0,0,0,0,0
4927,4929,B01CJB7FIW,10/20/19,66,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4928,4929,B01CJB7FIW,10/26/19,39,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4929,4929,B002UVKMVY,10/20/19,592,4,0.006757,0.93,3.73,0.026062,0.3837,143.12,3,7,1
4930,4929,B002UVKMVY,10/21/19,527,3,0.005693,1.05,3.14,0.153545,0.0651,20.45,1,1,0
4931,4929,B002UVKMVY,10/22/19,542,8,0.01476,0.9,7.18,0.062631,0.1597,114.64,5,5,1
4932,4929,B002UVKMVY,10/23/19,482,4,0.008299,0.75,3.01,0.073594,0.1359,40.9,2,2,1
4933,4929,B002UVKMVY,10/24/19,503,4,0.007952,0.99,3.94,NULL,0,0,0,0,0
4934,4929,B002UVKMVY,10/25/19,432,4,0.009259,1.48,5.93,0.090108,0.111,65.81,3,4,1
4935,4929,B002UVKMVY,10/26/19,359,3,0.008357,1.27,3.82,0.195998,0.051,19.49,1,1,0
4936,4938,B001G7PQM8,10/20/19,102,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4937,4938,B001G7PQM8,10/21/19,90,1,0.011111,0.33,0.33,NULL,0,0,0,0,0
4938,4938,B001G7PQM8,10/22/19,81,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4939,4938,B001G7PQM8,10/23/19,205,1,0.004878,1.55,1.55,NULL,0,0,0,0,0
4940,4938,B001G7PQM8,10/24/19,267,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4941,4938,B001G7PQM8,10/25/19,335,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4942,4938,B001G7PQM8,10/26/19,142,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4943,4938,B004A7JDF2,10/20/19,61,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4944,4938,B004A7JDF2,10/21/19,82,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4945,4938,B004A7JDF2,10/22/19,50,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4946,4938,B004A7JDF2,10/23/19,85,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4947,4938,B004A7JDF2,10/24/19,103,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4948,4938,B004A7JDF2,10/25/19,70,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4949,4938,B004A7JDF2,10/26/19,74,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4950,4938,B00MH8YUOA,10/20/19,1599,1,0.000625,0.4,0.4,NULL,0,0,0,0,0
4951,4938,B00MH8YUOA,10/21/19,1389,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4952,4938,B00MH8YUOA,10/22/19,1190,2,0.001681,0.18,0.36,NULL,0,0,0,0,0
4953,4938,B00MH8YUOA,10/23/19,487,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4954,4938,B00MH8YUOA,10/26/19,845,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4955,4938,B000TU3EKY,10/20/19,51,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4956,4938,B000TU3EKY,10/21/19,58,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4957,4938,B000TU3EKY,10/22/19,2,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4958,4960,B002UVKMVY,10/20/19,595,1,0.001681,1.37,1.37,NULL,0,0,0,0,0
4959,4960,B002UVKMVY,10/21/19,938,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4960,4960,B002UVKMVY,10/22/19,765,3,0.003922,0.94,2.81,NULL,0,0,0,0,0
4961,4960,B002UVKMVY,10/23/19,492,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4962,4960,B002UVKMVY,10/24/19,352,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4963,4960,B002UVKMVY,10/25/19,236,1,0.004237,0.46,0.46,NULL,0,0,0,0,0
4964,4960,B002UVKMVY,10/26/19,204,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4965,4960,B01CJB7FIW,10/20/19,12,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4966,4960,B01CJB7FIW,10/26/19,51,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4967,4969,B00AOJCERY,10/26/19,4,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4968,4969,B003X1BMEQ,10/21/19,700,2,0.002857,0.52,1.03,NULL,0,0,0,0,0
4969,4969,B003X1BMEQ,10/22/19,487,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4970,4969,B003X1BMEQ,10/23/19,130,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4971,4969,B003X1BMEQ,10/26/19,156,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4972,4969,B001GIOW7M,10/26/19,219,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4973,4975,B00MH8YUOA,10/20/19,1711,2,0.001169,0.33,0.66,NULL,0,0,0,0,0
4974,4975,B00MH8YUOA,10/21/19,2055,2,0.000973,0.16,0.32,NULL,0,0,0,0,0
4975,4975,B00MH8YUOA,10/22/19,1385,1,0.000722,0.24,0.24,NULL,0,0,0,0,0
4976,4975,B00MH8YUOA,10/23/19,540,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4977,4975,B00MH8YUOA,10/26/19,684,3,0.004386,0.18,0.53,NULL,0,0,0,0,0
4978,4975,B002UVKMVY,10/20/19,117,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4979,4975,B002UVKMVY,10/21/19,294,2,0.006803,1.27,2.53,NULL,0,0,0,0,0
4980,4975,B002UVKMVY,10/22/19,220,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4981,4975,B002UVKMVY,10/23/19,328,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4982,4975,B002UVKMVY,10/24/19,213,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4983,4975,B002UVKMVY,10/25/19,248,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4984,4975,B002UVKMVY,10/26/19,71,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4985,4975,B000TU3EKY,10/20/19,171,1,0.005848,0.05,0.05,NULL,0,0,0,0,0
4986,4975,B000TU3EKY,10/21/19,411,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4987,4975,B000TU3EKY,10/22/19,11,0,0,NULL,0,NULL,NULL,0,0,0,NULL
4988,4975,B001G7PQM8,10/20/19,535,1,0.001869,0.25,0.25,NULL,0,0,0,0,0
